"gene_symbol","present_in_gpl14951_symbol_or_ilmn_gene"
"SDCCAG8",TRUE
"SDF2",TRUE
"SDF2L1",TRUE
"SDF4",TRUE
"SDHA",TRUE
"SDHAF1",TRUE
"SDHAF2",TRUE
"SDHAP2",TRUE
"SDHAP3",TRUE
"SDHB",TRUE
"SDHC",TRUE
"SDHD",TRUE
"SDK1",TRUE
"SDK2",TRUE
"SDPR",TRUE
"SDR16C5",TRUE
"SDR39U1",TRUE
"SDR42E1",TRUE
"SDR9C7",TRUE
"SDS",TRUE
"SDSL",TRUE
"SEBOX",TRUE
"SEC1",TRUE
"SEC11A",TRUE
"SEC11C",TRUE
"SEC13",TRUE
"SEC14L1",TRUE
"SEC14L2",TRUE
"SEC14L3",TRUE
"SEC14L4",TRUE
"SEC16A",TRUE
"SEC16B",TRUE
"SEC22A",TRUE
"SEC22B",TRUE
"SEC22C",TRUE
"SEC23A",TRUE
"SEC23B",TRUE
"SEC23IP",TRUE
"SEC24A",TRUE
"SEC24B",TRUE
"SEC24C",TRUE
"SEC24D",TRUE
"SEC31A",TRUE
"SEC31B",TRUE
"SEC61A1",TRUE
"SEC61A2",TRUE
"SEC61B",TRUE
"SEC61G",TRUE
"SEC62",TRUE
"SEC63",TRUE
"SECISBP2",TRUE
"SECISBP2L",TRUE
"SECTM1",TRUE
"SEH1L",TRUE
"SEL1L",TRUE
"SEL1L3",TRUE
"SELE",TRUE
"SELENBP1",TRUE
"Selenoprotein 15",TRUE
"SELI",TRUE
"SELK",TRUE
"SELL",TRUE
"SELM",TRUE
"SELO",TRUE
"SELP",TRUE
"SELPLG",TRUE
"SELS",TRUE
"SELT",TRUE
"SELV",TRUE
"SEMA3A",TRUE
"SEMA3B",TRUE
"SEMA3C",TRUE
"SEMA3D",TRUE
"SEMA3E",TRUE
"SEMA3F",TRUE
"SEMA3G",TRUE
"SEMA4A",TRUE
"SEMA4B",TRUE
"SEMA4C",TRUE
"SEMA4D",TRUE
"SEMA4F",TRUE
"SEMA4G",TRUE
"SEMA5A",TRUE
"SEMA5B",TRUE
"SEMA6A",TRUE
"SEMA6B",TRUE
"SEMA6C",TRUE
"SEMA6D",TRUE
"SEMA7A",TRUE
"SEMG1",TRUE
"SEMG2",TRUE
"SENP1",TRUE
"SENP2",TRUE
"SENP3",TRUE
"SENP5",TRUE
"SENP6",TRUE
"SENP7",TRUE
"SENP8",TRUE
"SEPHS1",TRUE
"SEPHS2",TRUE
"SEPN1",TRUE
"SEPP1",TRUE
"SEPSECS",TRUE
"Septin 1",TRUE
"Septin 10",TRUE
"Septin 11",TRUE
"Septin 12",TRUE
"Septin 13",TRUE
"Septin 14",TRUE
"Septin 2",TRUE
"Septin 3",TRUE
"Septin 4",TRUE
"Septin 5",TRUE
"Septin 6",TRUE
"Septin 7",TRUE
"Septin 9",TRUE
"SEPW1",TRUE
"SEPX1",TRUE
"SERAC1",TRUE
"SERBP1",TRUE
"SERF1A",TRUE
"SERF1B",TRUE
"SERF2",TRUE
"SERGEF",TRUE
"SERHL",TRUE
"SERHL2",TRUE
"SERINC1",TRUE
"SERINC2",TRUE
"SERINC3",TRUE
"SERINC4",TRUE
"SERINC5",TRUE
"SERP1",TRUE
"SERP2",TRUE
"SERPINA1",TRUE
"SERPINA10",TRUE
"SERPINA11",TRUE
"SERPINA12",TRUE
"SERPINA13",TRUE
"SERPINA3",TRUE
"SERPINA4",TRUE
"SERPINA5",TRUE
"SERPINA6",TRUE
"SERPINA7",TRUE
"SERPINA9",TRUE
"SERPINB1",TRUE
"SERPINB10",TRUE
"SERPINB11",TRUE
"SERPINB12",TRUE
"SERPINB13",TRUE
"SERPINB2",TRUE
"SERPINB3",TRUE
"SERPINB4",TRUE
"SERPINB5",TRUE
"SERPINB6",TRUE
"SERPINB7",TRUE
"SERPINB8",TRUE
"SERPINB9",TRUE
"SERPINC1",TRUE
"SERPIND1",TRUE
"SERPINE1",TRUE
"SERPINE2",TRUE
"SERPINE3",TRUE
"SERPINF1",TRUE
"SERPINF2",TRUE
"SERPING1",TRUE
"SERPINH1",TRUE
"SERPINI1",TRUE
"SERPINI2",TRUE
"SERTAD1",TRUE
"SERTAD2",TRUE
"SERTAD3",TRUE
"SERTAD4",TRUE
"SESN1",TRUE
"SESN2",TRUE
"SESN3",TRUE
"SESTD1",TRUE
"SET",TRUE
"SETBP1",TRUE
"SETD1A",TRUE
"SETD2",TRUE
"SETD3",TRUE
"SETD4",TRUE
"SETD6",TRUE
"SETD7",TRUE
"SETD8",TRUE
"SETDB1",TRUE
"SETDB2",TRUE
"SETMAR",TRUE
"SETX",TRUE
"SEZ6",TRUE
"SEZ6L",TRUE
"SEZ6L2",TRUE
"SF1",TRUE
"SF3A1",TRUE
"SF3A2",TRUE
"SF3A3",TRUE
"SF3B1",TRUE
"SF3B14",TRUE
"SF3B2",TRUE
"SF3B3",TRUE
"SF3B4",TRUE
"SF3B5",TRUE
"SF4",TRUE
"SFI1",TRUE
"SFMBT1",TRUE
"SFMBT2",TRUE
"SFN",TRUE
"SFPQ",TRUE
"SFRP1",TRUE
"SFRP2",TRUE
"SFRP4",TRUE
"SFRP5",TRUE
"SFRS1",TRUE
"SFRS10",TRUE
"SFRS11",TRUE
"SFRS12",TRUE
"SFRS12IP1",TRUE
"SFRS13A",TRUE
"SFRS13B",TRUE
"SFRS14",TRUE
"SFRS15",TRUE
"SFRS16",TRUE
"SFRS17A",TRUE
"SFRS18",TRUE
"SFRS2",TRUE
"SFRS2B",TRUE
"SFRS2IP",TRUE
"SFRS3",TRUE
"SFRS4",TRUE
"SFRS5",TRUE
"SFRS6",TRUE
"SFRS7",TRUE
"SFRS8",TRUE
"SFRS9",TRUE
"SFT2D1",TRUE
"SFT2D2",TRUE
"SFT2D3",TRUE
"SFTA1P",TRUE
"SFTA2",TRUE
"SFTA3",TRUE
"SFTPA1B",TRUE
"SFTPA2",TRUE
"SFTPB",TRUE
"SFTPC",TRUE
"SFTPD",TRUE
"SFXN1",TRUE
"SFXN2",TRUE
"SFXN3",TRUE
"SFXN4",TRUE
"SFXN5",TRUE
"SGCA",TRUE
"SGCB",TRUE
"SGCD",TRUE
"SGCE",TRUE
"SGCG",TRUE
"SGCZ",TRUE
"SGEF",TRUE
"SGIP1",TRUE
"SGK",TRUE
"SGK1",TRUE
"SGK196",TRUE
"SGK2",TRUE
"SGK3",TRUE
"SGMS1",TRUE
"SGMS2",TRUE
"SGOL1",TRUE
"SGOL2",TRUE
"SGPL1",TRUE
"SGPP1",TRUE
"SGPP2",TRUE
"SGSH",TRUE
"SGSM1",TRUE
"SGSM2",TRUE
"SGSM3",TRUE
"SGTA",TRUE
"SGTB",TRUE
"SH2B1",TRUE
"SH2B2",TRUE
"SH2B3",TRUE
"SH2D1A",TRUE
"SH2D1B",TRUE
"SH2D2A",TRUE
"SH2D3A",TRUE
"SH2D3C",TRUE
"SH2D4A",TRUE
"SH2D4B",TRUE
"SH2D6",TRUE
"SH2D7",TRUE
"SH3BGR",TRUE
"SH3BGRL",TRUE
"SH3BGRL2",TRUE
"SH3BGRL3",TRUE
"SH3BP1",TRUE
"SH3BP2",TRUE
"SH3BP4",TRUE
"SH3BP5",TRUE
"SH3BP5L",TRUE
"SH3D19",TRUE
"SH3GL1",TRUE
"SH3GL2",TRUE
"SH3GL3",TRUE
"SH3GLB1",TRUE
"SH3GLB2",TRUE
"SH3KBP1",TRUE
"SH3PXD2A",TRUE
"SH3PXD2B",TRUE
"SH3RF1",TRUE
"SH3RF2",TRUE
"SH3TC1",TRUE
"SH3TC2",TRUE
"SH3YL1",TRUE
"SHANK1",TRUE
"SHANK2",TRUE
"SHANK3",TRUE
"SHARPIN",TRUE
"SHB",TRUE
"SHBG",TRUE
"SHC1",TRUE
"SHC3",TRUE
"SHC4",TRUE
"SHCBP1",TRUE
"SHD",TRUE
"SHE",TRUE
"SHF",TRUE
"SHFM1",TRUE
"SHH",TRUE
"SHISA2",TRUE
"SHISA3",TRUE
"SHISA4",TRUE
"SHISA5",TRUE
"SHKBP1",TRUE
"SHMT1",TRUE
"SHMT2",TRUE
"SHOC2",TRUE
"SHOX",TRUE
"SHOX2",TRUE
"SHPK",TRUE
"SHPRH",TRUE
"SHQ1",TRUE
"SHRM",TRUE
"SHROOM1",TRUE
"SHROOM2",TRUE
"SHROOM3",TRUE
"SHROOM4",TRUE
"SI",TRUE
"SIAE",TRUE
"SIAH1",TRUE
"SIAH2",TRUE
"SIAH3",TRUE
"SIDT1",TRUE
"SIDT2",TRUE
"SIGIRR",TRUE
"SIGLEC1",TRUE
"SIGLEC10",TRUE
"SIGLEC11",TRUE
"SIGLEC12",TRUE
"SIGLEC14",TRUE
"SIGLEC15",TRUE
"SIGLEC16",TRUE
"SIGLEC5",TRUE
"SIGLEC6",TRUE
"SIGLEC7",TRUE
"SIGLEC8",TRUE
"SIGLEC9",TRUE
"SIGLECP3",TRUE
"SIGMAR1",TRUE
"SIK1",TRUE
"SIK2",TRUE
"SIK3",TRUE
"SIKE",TRUE
"SIL1",TRUE
"SILV",TRUE
"SIM1",TRUE
"SIM2",TRUE
"SIN3A",TRUE
"SIN3B",TRUE
"SIP1",TRUE
"SIPA1",TRUE
"SIPA1L1",TRUE
"SIPA1L2",TRUE
"SIPA1L3",TRUE
"SIRPA",TRUE
"SIRPB1",TRUE
"SIRPD",TRUE
"SIRPG",TRUE
"SIRT1",TRUE
"SIRT2",TRUE
"SIRT3",TRUE
"SIRT4",TRUE
"SIRT5",TRUE
"SIRT6",TRUE
"SIT1",TRUE
"SIVA",TRUE
"SIVA1",TRUE
"SIX1",TRUE
"SIX2",TRUE
"SIX3",TRUE
"SIX4",TRUE
"SIX5",TRUE
"SIX6",TRUE
"SKA1",TRUE
"SKA2",TRUE
"SKAP1",TRUE
"SKAP2",TRUE
"SKI",TRUE
"SKIL",TRUE
"SKIP",TRUE
"SKIV2L",TRUE
"SKIV2L2",TRUE
"SKP1",TRUE
"SKP1A",TRUE
"SKP2",TRUE
"SLA",TRUE
"SLA2",TRUE
"SLAIN1",TRUE
"SLAIN2",TRUE
"SLAMF1",TRUE
"SLAMF6",TRUE
"SLAMF7",TRUE
"SLAMF8",TRUE
"SLAMF9",TRUE
"SLBP",TRUE
"SLC10A1",TRUE
"SLC10A2",TRUE
"SLC10A3",TRUE
"SLC10A4",TRUE
"SLC10A5",TRUE
"SLC10A6",TRUE
"SLC10A7",TRUE
"SLC11A1",TRUE
"SLC11A2",TRUE
"SLC12A1",TRUE
"SLC12A2",TRUE
"SLC12A3",TRUE
"SLC12A4",TRUE
"SLC12A5",TRUE
"SLC12A6",TRUE
"SLC12A7",TRUE
"SLC12A8",TRUE
"SLC12A9",TRUE
"SLC13A1",TRUE
"SLC13A2",TRUE
"SLC13A3",TRUE
"SLC13A4",TRUE
"SLC13A5",TRUE
"SLC14A1",TRUE
"SLC14A2",TRUE
"SLC15A1",TRUE
"SLC15A2",TRUE
"SLC15A3",TRUE
"SLC15A4",TRUE
"SLC16A1",TRUE
"SLC16A10",TRUE
"SLC16A11",TRUE
"SLC16A12",TRUE
"SLC16A13",TRUE
"SLC16A14",TRUE
"SLC16A2",TRUE
"SLC16A3",TRUE
"SLC16A4",TRUE
"SLC16A5",TRUE
"SLC16A6",TRUE
"SLC16A7",TRUE
"SLC16A8",TRUE
"SLC16A9",TRUE
"SLC17A1",TRUE
"SLC17A2",TRUE
"SLC17A3",TRUE
"SLC17A4",TRUE
"SLC17A5",TRUE
"SLC17A6",TRUE
"SLC17A7",TRUE
"SLC17A8",TRUE
"SLC17A9",TRUE
"SLC18A1",TRUE
"SLC18A2",TRUE
"SLC18A3",TRUE
"SLC19A1",TRUE
"SLC19A2",TRUE
"SLC19A3",TRUE
"SLC1A1",TRUE
"SLC1A2",TRUE
"SLC1A3",TRUE
"SLC1A4",TRUE
"SLC1A5",TRUE
"SLC1A6",TRUE
"SLC1A7",TRUE
"SLC20A1",TRUE
"SLC20A2",TRUE
"SLC22A1",TRUE
"SLC22A10",TRUE
"SLC22A11",TRUE
"SLC22A12",TRUE
"SLC22A13",TRUE
"SLC22A14",TRUE
"SLC22A15",TRUE
"SLC22A16",TRUE
"SLC22A17",TRUE
"SLC22A18",TRUE
"SLC22A18AS",TRUE
"SLC22A2",TRUE
"SLC22A20",TRUE
"SLC22A23",TRUE
"SLC22A24",TRUE
"SLC22A25",TRUE
"SLC22A3",TRUE
"SLC22A4",TRUE
"SLC22A5",TRUE
"SLC22A6",TRUE
"SLC22A7",TRUE
"SLC22A8",TRUE
"SLC22A9",TRUE
"SLC23A1",TRUE
"SLC23A2",TRUE
"SLC23A3",TRUE
"SLC24A1",TRUE
"SLC24A2",TRUE
"SLC24A3",TRUE
"SLC24A4",TRUE
"SLC24A5",TRUE
"SLC24A6",TRUE
"SLC25A1",TRUE
"SLC25A10",TRUE
"SLC25A11",TRUE
"SLC25A12",TRUE
"SLC25A13",TRUE
"SLC25A14",TRUE
"SLC25A15",TRUE
"SLC25A16",TRUE
"SLC25A17",TRUE
"SLC25A18",TRUE
"SLC25A19",TRUE
"SLC25A2",TRUE
"SLC25A20",TRUE
"SLC25A21",TRUE
"SLC25A22",TRUE
"SLC25A23",TRUE
"SLC25A24",TRUE
"SLC25A25",TRUE
"SLC25A26",TRUE
"SLC25A27",TRUE
"SLC25A28",TRUE
"SLC25A29",TRUE
"SLC25A3",TRUE
"SLC25A30",TRUE
"SLC25A31",TRUE
"SLC25A32",TRUE
"SLC25A33",TRUE
"SLC25A34",TRUE
"SLC25A35",TRUE
"SLC25A36",TRUE
"SLC25A37",TRUE
"SLC25A38",TRUE
"SLC25A39",TRUE
"SLC25A4",TRUE
"SLC25A40",TRUE
"SLC25A41",TRUE
"SLC25A42",TRUE
"SLC25A43",TRUE
"SLC25A44",TRUE
"SLC25A45",TRUE
"SLC25A46",TRUE
"SLC25A5",TRUE
"SLC25A6",TRUE
"SLC26A1",TRUE
"SLC26A10",TRUE
"SLC26A11",TRUE
"SLC26A2",TRUE
"SLC26A3",TRUE
"SLC26A4",TRUE
"SLC26A5",TRUE
"SLC26A6",TRUE
"SLC26A7",TRUE
"SLC26A8",TRUE
"SLC26A9",TRUE
"SLC27A1",TRUE
"SLC27A2",TRUE
"SLC27A3",TRUE
"SLC27A4",TRUE
"SLC27A5",TRUE
"SLC27A6",TRUE
"SLC28A1",TRUE
"SLC28A2",TRUE
"SLC28A3",TRUE
"SLC29A1",TRUE
"SLC29A2",TRUE
"SLC29A3",TRUE
"SLC29A4",TRUE
"SLC2A1",TRUE
"SLC2A10",TRUE
"SLC2A11",TRUE
"SLC2A12",TRUE
"SLC2A13",TRUE
"SLC2A14",TRUE
"SLC2A2",TRUE
"SLC2A3",TRUE
"SLC2A4",TRUE
"SLC2A4RG",TRUE
"SLC2A5",TRUE
"SLC2A6",TRUE
"SLC2A7",TRUE
"SLC2A8",TRUE
"SLC2A9",TRUE
"SLC30A1",TRUE
"SLC30A10",TRUE
"SLC30A2",TRUE
"SLC30A3",TRUE
"SLC30A4",TRUE
"SLC30A5",TRUE
"SLC30A6",TRUE
"SLC30A7",TRUE
"SLC30A8",TRUE
"SLC30A9",TRUE
"SLC31A1",TRUE
"SLC31A2",TRUE
"SLC32A1",TRUE
"SLC33A1",TRUE
"SLC34A1",TRUE
"SLC34A2",TRUE
"SLC34A3",TRUE
"SLC35A1",TRUE
"SLC35A2",TRUE
"SLC35A3",TRUE
"SLC35A4",TRUE
"SLC35A5",TRUE
"SLC35B1",TRUE
"SLC35B2",TRUE
"SLC35B3",TRUE
"SLC35B4",TRUE
"SLC35C1",TRUE
"SLC35C2",TRUE
"SLC35D1",TRUE
"SLC35D2",TRUE
"SLC35D3",TRUE
"SLC35E1",TRUE
"SLC35E2",TRUE
"SLC35E3",TRUE
"SLC35E4",TRUE
"SLC35F1",TRUE
"SLC35F2",TRUE
"SLC35F3",TRUE
"SLC35F4",TRUE
"SLC35F5",TRUE
"SLC36A1",TRUE
"SLC36A2",TRUE
"SLC36A3",TRUE
"SLC36A4",TRUE
"SLC37A1",TRUE
"SLC37A2",TRUE
"SLC37A3",TRUE
"SLC37A4",TRUE
"SLC38A1",TRUE
"SLC38A10",TRUE
"SLC38A11",TRUE
"SLC38A2",TRUE
"SLC38A3",TRUE
"SLC38A4",TRUE
"SLC38A5",TRUE
"SLC38A6",TRUE
"SLC38A7",TRUE
"SLC38A8",TRUE
"SLC38A9",TRUE
"SLC39A1",TRUE
"SLC39A10",TRUE
"SLC39A11",TRUE
"SLC39A12",TRUE
"SLC39A13",TRUE
"SLC39A14",TRUE
"SLC39A2",TRUE
"SLC39A3",TRUE
"SLC39A4",TRUE
"SLC39A5",TRUE
"SLC39A6",TRUE
"SLC39A7",TRUE
"SLC39A8",TRUE
"SLC39A9",TRUE
"SLC3A1",TRUE
"SLC3A2",TRUE
"SLC40A1",TRUE
"SLC41A1",TRUE
"SLC41A2",TRUE
"SLC41A3",TRUE
"SLC43A1",TRUE
"SLC43A2",TRUE
"SLC43A3",TRUE
"SLC44A1",TRUE
"SLC44A2",TRUE
"SLC44A3",TRUE
"SLC44A4",TRUE
"SLC44A5",TRUE
"SLC45A1",TRUE
"SLC45A2",TRUE
"SLC45A3",TRUE
"SLC45A4",TRUE
"SLC46A1",TRUE
"SLC46A2",TRUE
"SLC46A3",TRUE
"SLC47A1",TRUE
"SLC47A2",TRUE
"SLC48A1",TRUE
"SLC4A1",TRUE
"SLC4A10",TRUE
"SLC4A11",TRUE
"SLC4A1AP",TRUE
"SLC4A2",TRUE
"SLC4A3",TRUE
"SLC4A4",TRUE
"SLC4A5",TRUE
"SLC4A7",TRUE
"SLC4A8",TRUE
"SLC4A9",TRUE
"SLC5A1",TRUE
"SLC5A10",TRUE
"SLC5A11",TRUE
"SLC5A12",TRUE
"SLC5A2",TRUE
"SLC5A3",TRUE
"SLC5A4",TRUE
"SLC5A5",TRUE
"SLC5A6",TRUE
"SLC5A7",TRUE
"SLC5A8",TRUE
"SLC5A9",TRUE
"SLC6A1",TRUE
"SLC6A10P",TRUE
"SLC6A11",TRUE
"SLC6A12",TRUE
"SLC6A13",TRUE
"SLC6A14",TRUE
"SLC6A15",TRUE
"SLC6A16",TRUE
"SLC6A17",TRUE
"SLC6A18",TRUE
"SLC6A19",TRUE
"SLC6A2",TRUE
"SLC6A20",TRUE
"SLC6A3",TRUE
"SLC6A4",TRUE
"SLC6A5",TRUE
"SLC6A6",TRUE
"SLC6A7",TRUE
"SLC6A8",TRUE
"SLC6A9",TRUE
"SLC7A1",TRUE
"SLC7A10",TRUE
"SLC7A11",TRUE
"SLC7A13",TRUE
"SLC7A14",TRUE
"SLC7A2",TRUE
"SLC7A3",TRUE
"SLC7A4",TRUE
"SLC7A5",TRUE
"SLC7A5P1",TRUE
"SLC7A6",TRUE
"SLC7A6OS",TRUE
"SLC7A7",TRUE
"SLC7A8",TRUE
"SLC7A9",TRUE
"SLC8A1",TRUE
"SLC8A2",TRUE
"SLC8A3",TRUE
"SLC9A1",TRUE
"SLC9A10",TRUE
"SLC9A11",TRUE
"SLC9A2",TRUE
"SLC9A3",TRUE
"SLC9A3R1",TRUE
"SLC9A3R2",TRUE
"SLC9A4",TRUE
"SLC9A5",TRUE
"SLC9A6",TRUE
"SLC9A7",TRUE
"SLC9A8",TRUE
"SLC9A9",TRUE
"SLCO1A2",TRUE
"SLCO1B1",TRUE
"SLCO1B3",TRUE
"SLCO1C1",TRUE
"SLCO2A1",TRUE
"SLCO2B1",TRUE
"SLCO3A1",TRUE
"SLCO4A1",TRUE
"SLCO4C1",TRUE
"SLCO5A1",TRUE
"SLCO6A1",TRUE
"SLFN11",TRUE
"SLFN12",TRUE
"SLFN13",TRUE
"SLFN14",TRUE
"SLFN5",TRUE
"SLFNL1",TRUE
"SLIT1",TRUE
"SLIT2",TRUE
"SLIT3",TRUE
"SLITRK1",TRUE
"SLITRK2",TRUE
"SLITRK3",TRUE
"SLITRK4",TRUE
"SLITRK5",TRUE
"SLITRK6",TRUE
"SLK",TRUE
"SLMAP",TRUE
"SLMO1",TRUE
"SLMO2",TRUE
"SLN",TRUE
"SLPI",TRUE
"SLTM",TRUE
"SLU7",TRUE
"SLURP1",TRUE
"SMA4",TRUE
"SMA5",TRUE
"SMAD1",TRUE
"SMAD2",TRUE
"SMAD3",TRUE
"SMAD4",TRUE
"SMAD5",TRUE
"SMAD6",TRUE
"SMAD7",TRUE
"SMAD9",TRUE
"SMAGP",TRUE
"SMAP1",TRUE
"SMAP2",TRUE
"SMARCA1",TRUE
"SMARCA2",TRUE
"SMARCA4",TRUE
"SMARCA5",TRUE
"SMARCAD1",TRUE
"SMARCAL1",TRUE
"SMARCB1",TRUE
"SMARCC1",TRUE
"SMARCC2",TRUE
"SMARCD1",TRUE
"SMARCD2",TRUE
"SMARCD3",TRUE
"SMARCE1",TRUE
"SMC1A",TRUE
"SMC1B",TRUE
"SMC2",TRUE
"SMC3",TRUE
"SMC4",TRUE
"SMC5",TRUE
"SMC6",TRUE
"SMCP",TRUE
"SMCR5",TRUE
"SMCR7",TRUE
"SMCR7L",TRUE
"SMCR8",TRUE
"SMEK1",TRUE
"SMEK2",TRUE
"SMEK3P",TRUE
"SMG1",TRUE
"SMG5",TRUE
"SMG6",TRUE
"SMG7",TRUE
"SMN1",TRUE
"SMN2",TRUE
"SMNDC1",TRUE
"SMO",TRUE
"SMOC1",TRUE
"SMOC2",TRUE
"SMOX",TRUE
"SMPD1",TRUE
"SMPD2",TRUE
"SMPD3",TRUE
"SMPD4",TRUE
"SMPDL3A",TRUE
"SMPDL3B",TRUE
"SMPX",TRUE
"SMR3A",TRUE
"SMR3B",TRUE
"SMS",TRUE
"SMTN",TRUE
"SMTNL2",TRUE
"SMU1",TRUE
"SMUG1",TRUE
"SMURF1",TRUE
"SMURF2",TRUE
"SMYD1",TRUE
"SMYD2",TRUE
"SMYD3",TRUE
"SMYD4",TRUE
"SMYD5",TRUE
"SNAG1",TRUE
"SNAI1",TRUE
"SNAI2",TRUE
"SNAI3",TRUE
"SNAP23",TRUE
"SNAP25",TRUE
"SNAP29",TRUE
"SNAP47",TRUE
"SNAP91",TRUE
"SNAPC1",TRUE
"SNAPC2",TRUE
"SNAPC3",TRUE
"SNAPC4",TRUE
"SNAPC5",TRUE
"SNAPIN",TRUE
"SNAR-I",TRUE
"SNCA",TRUE
"SNCAIP",TRUE
"SNCB",TRUE
"SNCG",TRUE
"SND1",TRUE
"SNF8",TRUE
"SNHG1",TRUE
"SNHG10",TRUE
"SNHG11",TRUE
"SNHG12",TRUE
"SNHG3",TRUE
"SNHG3-RCC1",TRUE
"SNHG5",TRUE
"SNHG6",TRUE
"SNHG7",TRUE
"SNHG8",TRUE
"SNHG9",TRUE
"SNIP",TRUE
"SNIP1",TRUE
"SNN",TRUE
"SNORA1",TRUE
"SNORA10",TRUE
"SNORA11",TRUE
"SNORA11B",TRUE
"SNORA11C",TRUE
"SNORA11D",TRUE
"SNORA11E",TRUE
"SNORA12",TRUE
"SNORA13",TRUE
"SNORA14A",TRUE
"SNORA14B",TRUE
"SNORA15",TRUE
"SNORA16A",TRUE
"SNORA16B",TRUE
"SNORA17",TRUE
"SNORA18",TRUE
"SNORA19",TRUE
"SNORA20",TRUE
"SNORA21",TRUE
"SNORA22",TRUE
"SNORA23",TRUE
"SNORA24",TRUE
"SNORA25",TRUE
"SNORA26",TRUE
"SNORA27",TRUE
"SNORA28",TRUE
"SNORA29",TRUE
"SNORA2A",TRUE
"SNORA2B",TRUE
"SNORA3",TRUE
"SNORA30",TRUE
"SNORA31",TRUE
"SNORA32",TRUE
"SNORA33",TRUE
"SNORA34",TRUE
"SNORA35",TRUE
"SNORA36A",TRUE
"SNORA36B",TRUE
"SNORA36C",TRUE
"SNORA37",TRUE
"SNORA38",TRUE
"SNORA38B",TRUE
"SNORA39",TRUE
"SNORA4",TRUE
"SNORA40",TRUE
"SNORA41",TRUE
"SNORA42",TRUE
"SNORA43",TRUE
"SNORA45",TRUE
"SNORA46",TRUE
"SNORA47",TRUE
"SNORA48",TRUE
"SNORA49",TRUE
"SNORA50",TRUE
"SNORA51",TRUE
"SNORA52",TRUE
"SNORA53",TRUE
"SNORA54",TRUE
"SNORA55",TRUE
"SNORA56",TRUE
"SNORA57",TRUE
"SNORA58",TRUE
"SNORA59A",TRUE
"SNORA59B",TRUE
"SNORA5A",TRUE
"SNORA5B",TRUE
"SNORA5C",TRUE
"SNORA6",TRUE
"SNORA60",TRUE
"SNORA61",TRUE
"SNORA62",TRUE
"SNORA63",TRUE
"SNORA64",TRUE
"SNORA65",TRUE
"SNORA66",TRUE
"SNORA67",TRUE
"SNORA68",TRUE
"SNORA69",TRUE
"SNORA70B",TRUE
"SNORA70C",TRUE
"SNORA71A",TRUE
"SNORA71B",TRUE
"SNORA71C",TRUE
"SNORA71D",TRUE
"SNORA72",TRUE
"SNORA73A",TRUE
"SNORA73B",TRUE
"SNORA74A",TRUE
"SNORA74B",TRUE
"SNORA75",TRUE
"SNORA76",TRUE
"SNORA77",TRUE
"SNORA78",TRUE
"SNORA79",TRUE
"SNORA7A",TRUE
"SNORA8",TRUE
"SNORA80",TRUE
"SNORA81",TRUE
"SNORA84",TRUE
"SNORA9",TRUE
"SNORD10",TRUE
"SNORD100",TRUE
"SNORD101",TRUE
"SNORD102",TRUE
"SNORD103A",TRUE
"SNORD104",TRUE
"SNORD105",TRUE
"SNORD107",TRUE
"SNORD109A",TRUE
"SNORD11",TRUE
"SNORD110",TRUE
"SNORD111",TRUE
"SNORD111B",TRUE
"SNORD112",TRUE
"SNORD113-1",TRUE
"SNORD113-2",TRUE
"SNORD113-3",TRUE
"SNORD113-4",TRUE
"SNORD113-5",TRUE
"SNORD113-6",TRUE
"SNORD113-7",TRUE
"SNORD113-8",TRUE
"SNORD113-9",TRUE
"SNORD114-1",TRUE
"SNORD114-11",TRUE
"SNORD114-13",TRUE
"SNORD114-17",TRUE
"SNORD114-19",TRUE
"SNORD114-2",TRUE
"SNORD114-24",TRUE
"SNORD114-27",TRUE
"SNORD114-29",TRUE
"SNORD114-3",TRUE
"SNORD114-30",TRUE
"SNORD114-31",TRUE
"SNORD114-4",TRUE
"SNORD114-7",TRUE
"SNORD114-8",TRUE
"SNORD115-48",TRUE
"SNORD116-13",TRUE
"SNORD116-2",TRUE
"SNORD116-27",TRUE
"SNORD116-4",TRUE
"SNORD117",TRUE
"SNORD119",TRUE
"SNORD11B",TRUE
"SNORD12",TRUE
"SNORD121A",TRUE
"SNORD121B",TRUE
"SNORD123",TRUE
"SNORD124",TRUE
"SNORD125",TRUE
"SNORD126",TRUE
"SNORD127",TRUE
"SNORD12B",TRUE
"SNORD12C",TRUE
"SNORD15A",TRUE
"SNORD15B",TRUE
"SNORD16",TRUE
"SNORD17",TRUE
"SNORD18A",TRUE
"SNORD19",TRUE
"SNORD19B",TRUE
"SNORD1A",TRUE
"SNORD1B",TRUE
"SNORD1C",TRUE
"SNORD2",TRUE
"SNORD20",TRUE
"SNORD21",TRUE
"SNORD22",TRUE
"SNORD24",TRUE
"SNORD25",TRUE
"SNORD26",TRUE
"SNORD27",TRUE
"SNORD28",TRUE
"SNORD30",TRUE
"SNORD31",TRUE
"SNORD32B",TRUE
"SNORD33",TRUE
"SNORD34",TRUE
"SNORD35A",TRUE
"SNORD35B",TRUE
"SNORD36A",TRUE
"SNORD36B",TRUE
"SNORD36C",TRUE
"SNORD37",TRUE
"SNORD38A",TRUE
"SNORD38B",TRUE
"SNORD3A",TRUE
"SNORD3C",TRUE
"SNORD3D",TRUE
"SNORD41",TRUE
"SNORD42A",TRUE
"SNORD42B",TRUE
"SNORD43",TRUE
"SNORD44",TRUE
"SNORD45A",TRUE
