"gene_symbol","present_in_gpl14951_symbol_or_ilmn_gene"
"CCNF",TRUE
"CCNG1",TRUE
"CCNG2",TRUE
"CCNH",TRUE
"CCNI",TRUE
"CCNI2",TRUE
"CCNJ",TRUE
"CCNJL",TRUE
"CCNK",TRUE
"CCNL1",TRUE
"CCNL2",TRUE
"CCNO",TRUE
"CCNT1",TRUE
"CCNT2",TRUE
"CCNY",TRUE
"CCNYL1",TRUE
"CCPG1",TRUE
"CCR1",TRUE
"CCR10",TRUE
"CCR2",TRUE
"CCR3",TRUE
"CCR4",TRUE
"CCR5",TRUE
"CCR6",TRUE
"CCR7",TRUE
"CCR8",TRUE
"CCR9",TRUE
"CCRK",TRUE
"CCRL1",TRUE
"CCRL2",TRUE
"CCRN4L",TRUE
"CCS",TRUE
"CCT2",TRUE
"CCT3",TRUE
"CCT4",TRUE
"CCT5",TRUE
"CCT6A",TRUE
"CCT6B",TRUE
"CCT6P1",TRUE
"CCT7",TRUE
"CCT8",TRUE
"CCT8L1",TRUE
"CCT8L2",TRUE
"CD109",TRUE
"CD14",TRUE
"CD151",TRUE
"CD160",TRUE
"CD163",TRUE
"CD163L1",TRUE
"CD164",TRUE
"CD164L2",TRUE
"CD177",TRUE
"CD180",TRUE
"CD19",TRUE
"CD1A",TRUE
"CD1B",TRUE
"CD1C",TRUE
"CD1D",TRUE
"CD1E",TRUE
"CD2",TRUE
"CD200",TRUE
"CD200R1",TRUE
"CD200R1L",TRUE
"CD207",TRUE
"CD209",TRUE
"CD22",TRUE
"CD226",TRUE
"CD24",TRUE
"CD244",TRUE
"CD247",TRUE
"CD248",TRUE
"CD27",TRUE
"CD274",TRUE
"CD276",TRUE
"CD28",TRUE
"CD2AP",TRUE
"CD2BP2",TRUE
"CD300A",TRUE
"CD300C",TRUE
"CD300E",TRUE
"CD300LB",TRUE
"CD300LD",TRUE
"CD300LF",TRUE
"CD300LG",TRUE
"CD302",TRUE
"CD320",TRUE
"CD33",TRUE
"CD34",TRUE
"CD36",TRUE
"CD37",TRUE
"CD38",TRUE
"CD3D",TRUE
"CD3E",TRUE
"CD3EAP",TRUE
"CD3G",TRUE
"CD4",TRUE
"CD40",TRUE
"CD40LG",TRUE
"CD44",TRUE
"CD46",TRUE
"CD47",TRUE
"CD48",TRUE
"CD5",TRUE
"CD52",TRUE
"CD53",TRUE
"CD55",TRUE
"CD58",TRUE
"CD59",TRUE
"CD5L",TRUE
"CD6",TRUE
"CD63",TRUE
"CD68",TRUE
"CD69",TRUE
"CD7",TRUE
"CD70",TRUE
"CD72",TRUE
"CD74",TRUE
"CD79A",TRUE
"CD79B",TRUE
"CD80",TRUE
"CD81",TRUE
"CD82",TRUE
"CD83",TRUE
"CD84",TRUE
"CD86",TRUE
"CD8A",TRUE
"CD8B",TRUE
"CD9",TRUE
"CD93",TRUE
"CD96",TRUE
"CD97",TRUE
"CD99",TRUE
"CD99L2",TRUE
"CDA",TRUE
"CDADC1",TRUE
"CDAN1",TRUE
"CDC123",TRUE
"CDC14A",TRUE
"CDC14B",TRUE
"CDC16",TRUE
"CDC2",TRUE
"CDC20",TRUE
"CDC20B",TRUE
"CDC23",TRUE
"CDC25A",TRUE
"CDC25B",TRUE
"CDC25C",TRUE
"CDC26",TRUE
"CDC27",TRUE
"CDC2L1",TRUE
"CDC2L2",TRUE
"CDC2L5",TRUE
"CDC2L6",TRUE
"CDC34",TRUE
"CDC37",TRUE
"CDC37L1",TRUE
"CDC40",TRUE
"CDC42",TRUE
"CDC42BPA",TRUE
"CDC42BPB",TRUE
"CDC42BPG",TRUE
"CDC42EP1",TRUE
"CDC42EP2",TRUE
"CDC42EP3",TRUE
"CDC42EP4",TRUE
"CDC42EP5",TRUE
"CDC42SE1",TRUE
"CDC42SE2",TRUE
"CDC45L",TRUE
"CDC5L",TRUE
"CDC6",TRUE
"CDC7",TRUE
"CDC73",TRUE
"CDCA1",TRUE
"CDCA2",TRUE
"CDCA3",TRUE
"CDCA4",TRUE
"CDCA5",TRUE
"CDCA7",TRUE
"CDCA7L",TRUE
"CDCA8",TRUE
"CDCP1",TRUE
"CDCP2",TRUE
"CDGAP",TRUE
"CDH1",TRUE
"CDH10",TRUE
"CDH11",TRUE
"CDH12",TRUE
"CDH12P",TRUE
"CDH13",TRUE
"CDH15",TRUE
"CDH16",TRUE
"CDH17",TRUE
"CDH18",TRUE
"CDH19",TRUE
"CDH2",TRUE
"CDH20",TRUE
"CDH22",TRUE
"CDH23",TRUE
"CDH24",TRUE
"CDH26",TRUE
"CDH29",TRUE
"CDH3",TRUE
"CDH4",TRUE
"CDH5",TRUE
"CDH6",TRUE
"CDH7",TRUE
"CDH8",TRUE
"CDH9",TRUE
"CDIPT",TRUE
"CDK10",TRUE
"CDK2",TRUE
"CDK2AP1",TRUE
"CDK2AP2",TRUE
"CDK3",TRUE
"CDK4",TRUE
"CDK5",TRUE
"CDK5R1",TRUE
"CDK5R2",TRUE
"CDK5RAP1",TRUE
"CDK5RAP2",TRUE
"CDK5RAP3",TRUE
"CDK6",TRUE
"CDK7",TRUE
"CDK8",TRUE
"CDK9",TRUE
"CDKAL1",TRUE
"CDKL1",TRUE
"CDKL2",TRUE
"CDKL3",TRUE
"CDKL4",TRUE
"CDKL5",TRUE
"CDKN1A",TRUE
"CDKN1B",TRUE
"CDKN1C",TRUE
"CDKN2A",TRUE
"CDKN2AIP",TRUE
"CDKN2AIPNL",TRUE
"CDKN2B",TRUE
"CDKN2BAS",TRUE
"CDKN2C",TRUE
"CDKN2D",TRUE
"CDKN3",TRUE
"CDNF",TRUE
"CDO1",TRUE
"CDON",TRUE
"CDR1",TRUE
"CDR2",TRUE
"CDR2L",TRUE
"CDRT1",TRUE
"CDRT15P",TRUE
"CDRT4",TRUE
"CDS1",TRUE
"CDS2",TRUE
"CDSN",TRUE
"CDT1",TRUE
"CDV3",TRUE
"CDX1",TRUE
"CDX2",TRUE
"CDX4",TRUE
"CDY1",TRUE
"CDY1B",TRUE
"CDY2A",TRUE
"CDY2B",TRUE
"CDYL",TRUE
"CDYL2",TRUE
"CEACAM1",TRUE
"CEACAM18",TRUE
"CEACAM19",TRUE
"CEACAM20",TRUE
"CEACAM21",TRUE
"CEACAM3",TRUE
"CEACAM4",TRUE
"CEACAM5",TRUE
"CEACAM6",TRUE
"CEACAM7",TRUE
"CEACAM8",TRUE
"CEBPA",TRUE
"CEBPB",TRUE
"CEBPD",TRUE
"CEBPE",TRUE
"CEBPG",TRUE
"CEBPZ",TRUE
"CECR1",TRUE
"CECR4",TRUE
"CECR5",TRUE
"CECR6",TRUE
"CEL",TRUE
"CELA2B",TRUE
"CELA3B",TRUE
"CELSR1",TRUE
"CELSR2",TRUE
"CELSR3",TRUE
"CEMP1",TRUE
"CEND1",TRUE
"CENPA",TRUE
"CENPB",TRUE
"CENPBD1",TRUE
"CENPC1",TRUE
"CENPE",TRUE
"CENPF",TRUE
"CENPH",TRUE
"CENPI",TRUE
"CENPJ",TRUE
"CENPK",TRUE
"CENPL",TRUE
"CENPM",TRUE
"CENPN",TRUE
"CENPO",TRUE
"CENPP",TRUE
"CENPQ",TRUE
"CENPT",TRUE
"CENPV",TRUE
"CENTA1",TRUE
"CENTB2",TRUE
"CENTD1",TRUE
"CENTD2",TRUE
"CENTG2",TRUE
"CENTG3",TRUE
"CEP110",TRUE
"CEP120",TRUE
"CEP135",TRUE
"CEP152",TRUE
"CEP164",TRUE
"CEP170",TRUE
"CEP192",TRUE
"CEP250",TRUE
"CEP27",TRUE
"CEP290",TRUE
"CEP350",TRUE
"CEP55",TRUE
"CEP57",TRUE
"CEP63",TRUE
"CEP68",TRUE
"CEP70",TRUE
"CEP72",TRUE
"CEP76",TRUE
"CEP78",TRUE
"CEP97",TRUE
"CEPT1",TRUE
"CER1",TRUE
"CERCAM",TRUE
"CERK",TRUE
"CERKL",TRUE
"CES1",TRUE
"CES2",TRUE
"CES3",TRUE
"CES4",TRUE
"CES7",TRUE
"CES8",TRUE
"CETN1",TRUE
"CETN2",TRUE
"CETN3",TRUE
"CETP",TRUE
"CFB",TRUE
"CFC1",TRUE
"CFD",TRUE
"CFDP1",TRUE
"CFH",TRUE
"CFHR1",TRUE
"CFHR2",TRUE
"CFHR3",TRUE
"CFHR4",TRUE
"CFHR5",TRUE
"CFI",TRUE
"CFL1",TRUE
"CFL2",TRUE
"CFLAR",TRUE
"CFP",TRUE
"CFTR",TRUE
"CGA",TRUE
"CGB",TRUE
"CGB1",TRUE
"CGB2",TRUE
"CGB5",TRUE
"CGB7",TRUE
"CGGBP1",TRUE
"CGI-96",TRUE
"CGN",TRUE
"CGNL1",TRUE
"CGREF1",TRUE
"CGRRF1",TRUE
"CH25H",TRUE
"CHAC1",TRUE
"CHAC2",TRUE
"CHAD",TRUE
"CHADL",TRUE
"CHAF1A",TRUE
"CHAF1B",TRUE
"CHAT",TRUE
"CHCHD1",TRUE
"CHCHD10",TRUE
"CHCHD2",TRUE
"CHCHD3",TRUE
"CHCHD4",TRUE
"CHCHD5",TRUE
"CHCHD6",TRUE
"CHCHD7",TRUE
"CHCHD8",TRUE
"CHD1",TRUE
"CHD1L",TRUE
"CHD2",TRUE
"CHD3",TRUE
"CHD4",TRUE
"CHD5",TRUE
"CHD6",TRUE
"CHD7",TRUE
"CHD8",TRUE
"CHD9",TRUE
"CHDH",TRUE
"CHEK1",TRUE
"CHEK2",TRUE
"CHERP",TRUE
"CHES1",TRUE
"CHFR",TRUE
"CHGA",TRUE
"CHGB",TRUE
"CHI3L1",TRUE
"CHI3L2",TRUE
"CHIA",TRUE
"CHIC1",TRUE
"CHIC2",TRUE
"CHID1",TRUE
"CHIT1",TRUE
"CHKA",TRUE
"CHKB",TRUE
"CHL1",TRUE
"CHM",TRUE
"CHML",TRUE
"CHMP1A",TRUE
"CHMP1B",TRUE
"CHMP2A",TRUE
"CHMP2B",TRUE
"CHMP4A",TRUE
"CHMP4B",TRUE
"CHMP4C",TRUE
"CHMP5",TRUE
"CHMP6",TRUE
"CHMP7",TRUE
"CHN1",TRUE
"CHN2",TRUE
"CHODL",TRUE
"CHORDC1",TRUE
"CHP",TRUE
"CHP2",TRUE
"CHPF",TRUE
"CHPF2",TRUE
"CHPT1",TRUE
"CHR415SYT",TRUE
"CHRAC1",TRUE
"CHRD",TRUE
"CHRDL1",TRUE
"CHRDL2",TRUE
"CHRFAM7A",TRUE
"CHRM1",TRUE
"CHRM2",TRUE
"CHRM3",TRUE
"CHRM4",TRUE
"CHRM5",TRUE
"CHRNA1",TRUE
"CHRNA10",TRUE
"CHRNA2",TRUE
"CHRNA3",TRUE
"CHRNA4",TRUE
"CHRNA5",TRUE
"CHRNA6",TRUE
"CHRNA7",TRUE
"CHRNA9",TRUE
"CHRNB1",TRUE
"CHRNB2",TRUE
"CHRNB3",TRUE
"CHRNB4",TRUE
"CHRND",TRUE
"CHRNE",TRUE
"CHRNG",TRUE
"CHST1",TRUE
"CHST10",TRUE
"CHST11",TRUE
"CHST12",TRUE
"CHST13",TRUE
"CHST14",TRUE
"CHST15",TRUE
"CHST2",TRUE
"CHST3",TRUE
"CHST4",TRUE
"CHST5",TRUE
"CHST6",TRUE
"CHST7",TRUE
"CHST8",TRUE
"CHST9",TRUE
"CHSY1",TRUE
"CHSY3",TRUE
"CHTF18",TRUE
"CHTF8",TRUE
"CHUK",TRUE
"CHURC1",TRUE
"CHX10",TRUE
"CIAO1",TRUE
"CIAPIN1",TRUE
"CIB1",TRUE
"CIB2",TRUE
"CIB3",TRUE
"CIB4",TRUE
"CIC",TRUE
"CICK0721Q.1",TRUE
"CIDEA",TRUE
"CIDEB",TRUE
"CIDEC",TRUE
"CIDECP",TRUE
"CIITA",TRUE
"CILP",TRUE
"CILP2",TRUE
"CINP",TRUE
"CIP29",TRUE
"CIR1",TRUE
"CIRBP",TRUE
"CIRH1A",TRUE
"CISD1",TRUE
"CISD2",TRUE
"CISD3",TRUE
"CISH",TRUE
"CIT",TRUE
"CITED1",TRUE
"CITED2",TRUE
"CITED4",TRUE
"CIZ1",TRUE
"CKAP2",TRUE
"CKAP2L",TRUE
"CKAP4",TRUE
"CKAP5",TRUE
"CKB",TRUE
"CKLF",TRUE
"CKM",TRUE
"CKMT1A",TRUE
"CKMT1B",TRUE
"CKMT2",TRUE
"CKS1B",TRUE
"CKS2",TRUE
"CLASP1",TRUE
"CLASP2",TRUE
"CLC",TRUE
"CLCA1",TRUE
"CLCA2",TRUE
"CLCA3",TRUE
"CLCA4",TRUE
"CLCC1",TRUE
"CLCF1",TRUE
"CLCN1",TRUE
"CLCN2",TRUE
"CLCN3",TRUE
"CLCN4",TRUE
"CLCN5",TRUE
"CLCN6",TRUE
"CLCN7",TRUE
"CLCNKA",TRUE
"CLCNKB",TRUE
"CLDN1",TRUE
"CLDN10",TRUE
"CLDN11",TRUE
"CLDN12",TRUE
"CLDN14",TRUE
"CLDN15",TRUE
"CLDN16",TRUE
"CLDN17",TRUE
"CLDN18",TRUE
"CLDN19",TRUE
"CLDN2",TRUE
"CLDN20",TRUE
"CLDN23",TRUE
"CLDN3",TRUE
"CLDN4",TRUE
"CLDN5",TRUE
"CLDN6",TRUE
"CLDN7",TRUE
"CLDN8",TRUE
"CLDN9",TRUE
"CLDND1",TRUE
"CLDND2",TRUE
"CLEC10A",TRUE
"CLEC11A",TRUE
"CLEC12A",TRUE
"CLEC12B",TRUE
"CLEC14A",TRUE
"CLEC16A",TRUE
"CLEC17A",TRUE
"CLEC18C",TRUE
"CLEC1A",TRUE
"CLEC1B",TRUE
"CLEC2B",TRUE
"CLEC2D",TRUE
"CLEC3A",TRUE
"CLEC3B",TRUE
"CLEC4A",TRUE
"CLEC4C",TRUE
"CLEC4D",TRUE
"CLEC4E",TRUE
"CLEC4F",TRUE
"CLEC4G",TRUE
"CLEC4GP1",TRUE
"CLEC4M",TRUE
"CLEC5A",TRUE
"CLEC6A",TRUE
"CLEC7A",TRUE
"CLEC9A",TRUE
"CLECL1",TRUE
"CLGN",TRUE
"CLIC1",TRUE
"CLIC2",TRUE
"CLIC3",TRUE
"CLIC4",TRUE
"CLIC5",TRUE
"CLIC6",TRUE
"CLINT1",TRUE
"CLIP1",TRUE
"CLIP2",TRUE
"CLIP3",TRUE
"CLIP4",TRUE
"CLK1",TRUE
"CLK2",TRUE
"CLK2P",TRUE
"CLK3",TRUE
"CLK4",TRUE
"CLLU1",TRUE
"CLLU1OS",TRUE
"CLMN",TRUE
"CLN3",TRUE
"CLN5",TRUE
"CLN6",TRUE
"CLN8",TRUE
"CLNK",TRUE
"CLNS1A",TRUE
"CLOCK",TRUE
"CLP1",TRUE
"CLPB",TRUE
"CLPP",TRUE
"CLPS",TRUE
"CLPTM1",TRUE
"CLPTM1L",TRUE
"CLPX",TRUE
"CLRN1",TRUE
"CLRN1OS",TRUE
"CLRN2",TRUE
"CLRN3",TRUE
"CLSPN",TRUE
"CLSTN1",TRUE
"CLSTN2",TRUE
"CLSTN3",TRUE
"CLTA",TRUE
"CLTB",TRUE
"CLTC",TRUE
"CLTCL1",TRUE
"CLU",TRUE
"CLUAP1",TRUE
"CLUL1",TRUE
"CLVS2",TRUE
"CLYBL",TRUE
"CMA1",TRUE
"CMAH",TRUE
"CMAS",TRUE
"CMBL",TRUE
"CMC1",TRUE
"CMIP",TRUE
"CMKLR1",TRUE
"CMPK1",TRUE
"CMPK2",TRUE
"CMTM1",TRUE
"CMTM2",TRUE
"CMTM3",TRUE
"CMTM4",TRUE
"CMTM5",TRUE
"CMTM6",TRUE
"CMTM7",TRUE
"CMTM8",TRUE
"CMYA3",TRUE
"CMYA5",TRUE
"CNBD1",TRUE
"CNBP",TRUE
"CNDP1",TRUE
"CNDP2",TRUE
"CNFN",TRUE
"CNGA1",TRUE
"CNGA2",TRUE
"CNGA3",TRUE
"CNGA4",TRUE
"CNGB1",TRUE
"CNGB3",TRUE
"CNIH",TRUE
"CNIH2",TRUE
"CNIH3",TRUE
"CNIH4",TRUE
"CNKSR1",TRUE
"CNKSR2",TRUE
"CNKSR3",TRUE
"CNN1",TRUE
"CNN2",TRUE
"CNN3",TRUE
"CNNM1",TRUE
"CNNM2",TRUE
"CNNM3",TRUE
"CNNM4",TRUE
"CNO",TRUE
"CNOT1",TRUE
"CNOT10",TRUE
"CNOT2",TRUE
"CNOT3",TRUE
"CNOT4",TRUE
"CNOT6",TRUE
"CNOT6L",TRUE
"CNOT7",TRUE
"CNOT8",TRUE
"CNP",TRUE
"CNPY1",TRUE
"CNPY2",TRUE
"CNPY3",TRUE
"CNPY4",TRUE
"CNR1",TRUE
"CNR2",TRUE
"CNRIP1",TRUE
"CNTD1",TRUE
"CNTD2",TRUE
"CNTF",TRUE
"CNTFR",TRUE
"CNTLN",TRUE
"CNTN1",TRUE
"CNTN2",TRUE
"CNTN3",TRUE
"CNTN4",TRUE
"CNTN5",TRUE
"CNTN6",TRUE
"CNTNAP1",TRUE
"CNTNAP2",TRUE
"CNTNAP3",TRUE
"CNTNAP4",TRUE
"CNTNAP5",TRUE
"CNTROB",TRUE
"COASY",TRUE
"COBL",TRUE
"COBLL1",TRUE
"COBRA1",TRUE
"COCH",TRUE
"COG1",TRUE
"COG2",TRUE
"COG3",TRUE
"COG4",TRUE
"COG5",TRUE
"COG6",TRUE
"COG7",TRUE
"COG8",TRUE
"COIL",TRUE
"COL10A1",TRUE
"COL11A1",TRUE
"COL11A2",TRUE
"COL12A1",TRUE
"COL13A1",TRUE
"COL14A1",TRUE
"COL15A1",TRUE
"COL16A1",TRUE
"COL17A1",TRUE
"COL18A1",TRUE
"COL19A1",TRUE
"COL1A1",TRUE
"COL1A2",TRUE
"COL20A1",TRUE
"COL21A1",TRUE
"COL22A1",TRUE
"COL23A1",TRUE
"COL24A1",TRUE
"COL25A1",TRUE
"COL27A1",TRUE
"COL28A1",TRUE
"COL29A1",TRUE
"COL2A1",TRUE
"COL3A1",TRUE
"COL4A1",TRUE
"COL4A2",TRUE
"COL4A3",TRUE
"COL4A3BP",TRUE
"COL4A4",TRUE
"COL4A5",TRUE
"COL4A6",TRUE
"COL5A1",TRUE
"COL5A2",TRUE
"COL5A3",TRUE
"COL6A1",TRUE
"COL6A2",TRUE
"COL6A3",TRUE
"COL6A6",TRUE
"COL7A1",TRUE
"COL8A1",TRUE
"COL8A2",TRUE
"COL9A1",TRUE
"COL9A2",TRUE
"COL9A3",TRUE
"COLEC10",TRUE
"COLEC11",TRUE
"COLEC12",TRUE
"COLQ",TRUE
"COMMD1",TRUE
"COMMD10",TRUE
"COMMD2",TRUE
"COMMD3",TRUE
"COMMD4",TRUE
"COMMD5",TRUE
"COMMD6",TRUE
"COMMD7",TRUE
"COMMD8",TRUE
"COMMD9",TRUE
"COMP",TRUE
"COMT",TRUE
"COMTD1",TRUE
"COPA",TRUE
"COPB1",TRUE
"COPB2",TRUE
"COPE",TRUE
"COPG",TRUE
"COPG2",TRUE
"COPG2IT1",TRUE
"COPS2",TRUE
"COPS3",TRUE
"COPS4",TRUE
"COPS5",TRUE
"COPS6",TRUE
"COPS7A",TRUE
"COPS7B",TRUE
"COPS8",TRUE
"COPZ1",TRUE
"COPZ2",TRUE
"COQ10A",TRUE
"COQ10B",TRUE
"COQ2",TRUE
"COQ3",TRUE
"COQ4",TRUE
"COQ5",TRUE
"COQ6",TRUE
"COQ7",TRUE
"COQ9",TRUE
"CORIN",TRUE
"CORO1A",TRUE
"CORO1B",TRUE
"CORO1C",TRUE
"CORO2A",TRUE
"CORO2B",TRUE
"CORO6",TRUE
"CORO7",TRUE
"CORT",TRUE
"COTL1",TRUE
"COX10",TRUE
"COX11",TRUE
"COX11P",TRUE
"COX15",TRUE
"COX16",TRUE
"COX17",TRUE
"COX18",TRUE
"COX19",TRUE
"COX4I1",TRUE
"COX4I2",TRUE
"COX4NB",TRUE
"COX5A",TRUE
"COX5B",TRUE
"COX6A1",TRUE
"COX6A2",TRUE
"COX6B1",TRUE
"COX6B2",TRUE
"COX6C",TRUE
"COX7A1",TRUE
"COX7A2",TRUE
"COX7A2L",TRUE
"COX7B",TRUE
"COX7B2",TRUE
"COX7C",TRUE
"COX8A",TRUE
"COX8C",TRUE
"CP",TRUE
"CP110",TRUE
"CPA1",TRUE
"CPA2",TRUE
"CPA3",TRUE
"CPA4",TRUE
"CPA5",TRUE
"CPA6",TRUE
"CPAMD8",TRUE
"CPB1",TRUE
"CPB2",TRUE
"CPD",TRUE
"CPE",TRUE
"CPEB1",TRUE
"CPEB2",TRUE
"CPEB3",TRUE
"CPEB4",TRUE
"CPLX1",TRUE
"CPLX2",TRUE
"CPLX3",TRUE
"CPLX4",TRUE
"CPM",TRUE
"CPN1",TRUE
"CPN2",TRUE
"CPNE1",TRUE
"CPNE2",TRUE
"CPNE3",TRUE
"CPNE4",TRUE
"CPNE5",TRUE
"CPNE6",TRUE
"CPNE7",TRUE
"CPNE8",TRUE
"CPNE9",TRUE
"CPO",TRUE
"CPOX",TRUE
"CPPED1",TRUE
"CPS1",TRUE
"CPSF1",TRUE
"CPSF2",TRUE
"CPSF3",TRUE
"CPSF3L",TRUE
"CPSF4",TRUE
"CPSF4L",TRUE
"CPSF6",TRUE
"CPT1A",TRUE
"CPT1B",TRUE
"CPT1C",TRUE
"CPT2",TRUE
"CPVL",TRUE
"CPXCR1",TRUE
"CPXM1",TRUE
"CPXM2",TRUE
"CPZ",TRUE
"CR1",TRUE
"CR1L",TRUE
"CR2",TRUE
"CRABP1",TRUE
"CRABP2",TRUE
"CRADD",TRUE
"CRAMP1L",TRUE
"CRAT",TRUE
"CRB1",TRUE
"CRB2",TRUE
"CRB3",TRUE
"CRBN",TRUE
"CRCP",TRUE
"CRCT1",TRUE
"CREB1",TRUE
"CREB3",TRUE
"CREB3L1",TRUE
"CREB3L2",TRUE
"CREB3L3",TRUE
"CREB3L4",TRUE
"CREB5",TRUE
"CREBBP",TRUE
"CREBL1",TRUE
"CREBL2",TRUE
"CREBZF",TRUE
"CREG1",TRUE
"CREG2",TRUE
"CRELD1",TRUE
"CRELD2",TRUE
"CREM",TRUE
"CRH",TRUE
"CRHBP",TRUE
"CRHR1",TRUE
"CRHR2",TRUE
"CRIM1",TRUE
"CRIP1",TRUE
"CRIP2",TRUE
"CRIP3",TRUE
"CRIPAK",TRUE
"CRIPT",TRUE
"CRISP1",TRUE
"CRISP2",TRUE
"CRISP3",TRUE
"CRISPLD1",TRUE
"CRISPLD2",TRUE
"CRK",TRUE
"CRKL",TRUE
"CRKRS",TRUE
"CRLF1",TRUE
"CRLF2",TRUE
"CRLF3",TRUE
"CRLS1",TRUE
"CRMP1",TRUE
"CRNKL1",TRUE
"CRNN",TRUE
"CROCC",TRUE
"CROCCL2",TRUE
"CROP",TRUE
"CROT",TRUE
"CRP",TRUE
"CRSP2",TRUE
"CRSP6",TRUE
"CRSP9",TRUE
"CRTAC1",TRUE
"CRTAM",TRUE
"CRTAP",TRUE
"CRTC1",TRUE
"CRTC2",TRUE
"CRTC3",TRUE
"CRX",TRUE
"CRY1",TRUE
"CRY2",TRUE
"CRYAA",TRUE
"CRYAB",TRUE
"CRYBA1",TRUE
"CRYBA2",TRUE
"CRYBA4",TRUE
"CRYBB1",TRUE
"CRYBB2",TRUE
"CRYBB3",TRUE
"CRYBG3",TRUE
"CRYGA",TRUE
"CRYGB",TRUE
"CRYGC",TRUE
"CRYGD",TRUE
"CRYGN",TRUE
"CRYGS",TRUE
"CRYL1",TRUE
"CRYM",TRUE
"CRYZ",TRUE
"CRYZL1",TRUE
"CS",TRUE
"CSAD",TRUE
"CSAG1",TRUE
"CSAG2",TRUE
"CSAG3",TRUE
"CSAG3A",TRUE
"CSAG3B",TRUE
"CSDA",TRUE
"CSDC2",TRUE
"CSDE1",TRUE
"CSE1L",TRUE
"CSF1",TRUE
"CSF1R",TRUE
"CSF2",TRUE
"CSF2RA",TRUE
"CSF2RB",TRUE
"CSF3",TRUE
"CSF3R",TRUE
"CSGALNACT1",TRUE
"CSGALNACT2",TRUE
"CSH1",TRUE
"CSH2",TRUE
"CSHL1",TRUE
"CSK",TRUE
"CSMD1",TRUE
"CSMD2",TRUE
"CSMD3",TRUE
"CSN1S1",TRUE
"CSN1S2B",TRUE
"CSN2",TRUE
"CSN3",TRUE
"CSNK1A1",TRUE
"CSNK1A1L",TRUE
"CSNK1A1P",TRUE
"CSNK1D",TRUE
"CSNK1E",TRUE
"CSNK1G1",TRUE
"CSNK1G2",TRUE
"CSNK1G3",TRUE
"CSNK2A1",TRUE
"CSNK2A1P",TRUE
"CSNK2A2",TRUE
"CSNK2B",TRUE
"CSPG4",TRUE
"CSPG4LYP2",TRUE
"CSPG5",TRUE
"CSPP1",TRUE
"CSRNP2",TRUE
"CSRNP3",TRUE
"CSRP1",TRUE
"CSRP2",TRUE
"CSRP2BP",TRUE
"CSRP3",TRUE
"CST1",TRUE
"CST11",TRUE
"CST2",TRUE
"CST3",TRUE
"CST4",TRUE
"CST5",TRUE
"CST6",TRUE
"CST7",TRUE
"CST8",TRUE
"CST9",TRUE
"CST9L",TRUE
"CSTA",TRUE
"CSTB",TRUE
"CSTF1",TRUE
"CSTF2",TRUE
"CSTF2T",TRUE
"CSTF3",TRUE
"CSTL1",TRUE
"CT45-2",TRUE
"CT45A1",TRUE
"CT45A4",TRUE
"CT45A5",TRUE
"CT47A1",TRUE
"CT47A6",TRUE
"CT47A7",TRUE
"CTAG1A",TRUE
"CTAG1B",TRUE
"CTAG2",TRUE
"CTAGE1",TRUE
"CTAGE5",TRUE
"CTBP1",TRUE
"CTBP2",TRUE
"CTBS",TRUE
"CTCF",TRUE
"CTCFL",TRUE
"CTDP1",TRUE
"CTDSP1",TRUE
"CTDSP2",TRUE
"CTDSPL",TRUE
"CTDSPL2",TRUE
"CTF1",TRUE
"CTGF",TRUE
"CTGLF1",TRUE
"CTGLF3",TRUE
"CTH",TRUE
"CTHRC1",TRUE
"CTLA4",TRUE
"CTNNA1",TRUE
"CTNNA2",TRUE
"CTNNA3",TRUE
"CTNNAL1",TRUE
"CTNNB1",TRUE
"CTNNBIP1",TRUE
"CTNNBL1",TRUE
"CTNND1",TRUE
"CTNND2",TRUE
"CTNS",TRUE
"CTPS",TRUE
"CTPS2",TRUE
"CTR9",TRUE
"CTRB1",TRUE
"CTRB2",TRUE
"CTRC",TRUE
"CTRL",TRUE
"CTSA",TRUE
"CTSB",TRUE
"CTSC",TRUE
"CTSD",TRUE
"CTSE",TRUE
"CTSF",TRUE
"CTSG",TRUE
"CTSH",TRUE
"CTSK",TRUE
"CTSL1",TRUE
"CTSL2",TRUE
"CTSL3",TRUE
"CTSO",TRUE
"CTSS",TRUE
"CTSW",TRUE
"CTSZ",TRUE
"CTTN",TRUE
"CTTNBP2",TRUE
"CTTNBP2NL",TRUE
"CTU2",TRUE
"CTXN1",TRUE
"CTXN2",TRUE
"CTXN3",TRUE
"CUBN",TRUE
"CUEDC1",TRUE
"CUEDC2",TRUE
"CUGBP1",TRUE
"CUGBP2",TRUE
"CUL1",TRUE
"CUL2",TRUE
"CUL3",TRUE
"CUL4A",TRUE
"CUL4B",TRUE
"CUL5",TRUE
"CUL7",TRUE
"CUL9",TRUE
"CUTA",TRUE
"CUTC",TRUE
"CUTL1",TRUE
"CUX1",TRUE
"CUX2",TRUE
"CUZD1",TRUE
"CWC15",TRUE
"CWC22",TRUE
"CWF19L1",TRUE
"CWF19L2",TRUE
"CX3CL1",TRUE
"CX3CR1",TRUE
"CXADR",TRUE
"CXADRP2",TRUE
"CXADRP3",TRUE
"CXCL1",TRUE
"CXCL10",TRUE
"CXCL11",TRUE
"CXCL12",TRUE
"CXCL13",TRUE
"CXCL14",TRUE
"CXCL16",TRUE
"CXCL17",TRUE
"CXCL2",TRUE
